subject,group,congruency,result,rt,trial
33,control,congruent,correct,1.006,86
33,control,incongruent,correct,0.594,85
33,control,incongruent,correct,0.577,86
33,control,congruent,correct,0.462,87
33,control,incongruent,correct,0.649,87
33,control,congruent,correct,0.519,88
33,control,incongruent,correct,0.803,88
33,control,incongruent,correct,1.007,89
33,control,congruent,correct,0.641,89
33,control,incongruent,correct,0.555,90
33,control,congruent,correct,0.499,90
33,control,incongruent,correct,0.712,91
33,control,congruent,correct,0.64,91
33,control,congruent,correct,0.569,92
33,control,incongruent,correct,0.778,92
33,control,incongruent,incorrect,0.817,93
33,control,incongruent,correct,0.603,94
33,control,congruent,correct,0.598,93
33,control,congruent,correct,0.694,94
33,control,congruent,correct,0.545,95
33,control,congruent,correct,0.398,96
33,control,incongruent,correct,0.479,95
33,control,incongruent,correct,0.665,96
5,test,congruent,correct,0.933,1
5,test,incongruent,incorrect,0.597,1
5,test,incongruent,timeout,0,2
5,test,congruent,incorrect,0.066,2
5,test,incongruent,correct,0.79,3
5,test,congruent,incorrect,0.696,3
5,test,incongruent,correct,1.271,4
5,test,congruent,correct,0.628,4
5,test,incongruent,correct,0.83,5
5,test,incongruent,correct,1.085,6
5,test,congruent,correct,0.516,5
5,test,congruent,correct,0.531,6
5,test,incongruent,correct,0.597,7
5,test,congruent,correct,0.453,7
5,test,incongruent,correct,0.671,8
5,test,congruent,correct,0.542,8
5,test,congruent,correct,0.506,9
5,test,congruent,correct,0.697,10
5,test,incongruent,correct,0.896,9
5,test,incongruent,correct,0.574,10
5,test,congruent,correct,0.579,11
5,test,congruent,correct,0.401,12
5,test,incongruent,correct,0.439,11
5,test,incongruent,incorrect,0.49,12
5,test,incongruent,correct,0.678,13
5,test,congruent,correct,0.516,13
5,test,incongruent,correct,0.602,14
5,test,congruent,correct,0.468,14
5,test,incongruent,correct,0.62,15
5,test,incongruent,correct,0.591,16
5,test,congruent,correct,0.534,15
5,test,congruent,correct,0.469,16
5,test,congruent,correct,0.528,17
5,test,incongruent,correct,0.577,17
5,test,incongruent,correct,0.612,18
5,test,congruent,correct,0.413,18
5,test,incongruent,correct,0.579,19
5,test,incongruent,correct,0.599,20
5,test,congruent,correct,0.595,19
5,test,congruent,correct,0.51,20
5,test,congruent,correct,0.472,21
5,test,incongruent,incorrect,0.53,21
5,test,congruent,correct,0.64,22
5,test,incongruent,incorrect,0.502,22
5,test,incongruent,correct,0.862,23
5,test,congruent,correct,0.551,23
5,test,congruent,correct,0.496,24
5,test,incongruent,correct,0.786,24
5,test,congruent,correct,0.635,25
5,test,incongruent,correct,0.685,25
5,test,incongruent,correct,0.909,26
5,test,congruent,correct,0.548,26
5,test,incongruent,correct,0.606,27
5,test,incongruent,correct,0.635,28
5,test,congruent,correct,0.509,27
5,test,congruent,correct,0.567,28
5,test,incongruent,incorrect,0.604,29
5,test,incongruent,correct,0.749,30
5,test,congruent,correct,0.505,29
5,test,congruent,correct,0.541,30
5,test,incongruent,correct,0.59,31
5,test,incongruent,correct,0.979,32
5,test,congruent,correct,0.565,31
5,test,congruent,correct,0.521,32
5,test,congruent,correct,0.851,33
5,test,incongruent,correct,0.628,33
5,test,congruent,correct,0.501,34
5,test,incongruent,correct,0.687,34
5,test,congruent,correct,0.82,35
5,test,incongruent,correct,0.625,35
5,test,incongruent,correct,0.662,36
5,test,congruent,correct,0.62,36
5,test,congruent,correct,0.546,37
5,test,incongruent,correct,0.647,37
5,test,congruent,correct,0.473,38
5,test,incongruent,incorrect,0.669,38
5,test,congruent,correct,0.787,39
5,test,incongruent,correct,0.683,39
5,test,incongruent,correct,0.556,40
5,test,congruent,correct,0.605,40
5,test,incongruent,correct,0.943,41
5,test,congruent,correct,0.583,41
5,test,congruent,correct,0.45,42
5,test,incongruent,correct,0.634,42
5,test,congruent,correct,0.452,43
5,test,congruent,correct,0.512,44
5,test,incongruent,correct,0.529,43
5,test,incongruent,correct,0.657,44
5,test,incongruent,correct,0.838,45
5,test,congruent,correct,0.497,45
5,test,incongruent,correct,0.729,46
5,test,congruent,correct,0.544,46
5,test,congruent,correct,0.492,47
5,test,incongruent,correct,0.795,47
5,test,incongruent,correct,0.682,48
5,test,congruent,correct,0.617,48
19,test,congruent,correct,0.406,49
19,test,incongruent,correct,0.605,49
19,test,congruent,correct,0.526,50
19,test,incongruent,correct,0.64,50
19,test,congruent,correct,0.447,51
19,test,congruent,correct,0.346,52
19,test,incongruent,incorrect,0.344,51
19,test,incongruent,correct,0.747,52
19,test,congruent,correct,0.518,53
19,test,congruent,correct,0.494,54
19,test,incongruent,correct,0.573,53
19,test,incongruent,correct,0.63,54
19,test,incongruent,correct,0.701,55
19,test,congruent,correct,0.592,55
19,test,congruent,correct,0.647,56
19,test,incongruent,correct,0.62,56
19,test,congruent,correct,0.524,57
19,test,incongruent,correct,0.558,57
19,test,incongruent,correct,0.639,58
19,test,congruent,correct,0.553,58
19,test,incongruent,correct,0.593,59
19,test,congruent,correct,0.47,59
19,test,congruent,correct,0.723,60
19,test,incongruent,correct,0.652,60
19,test,incongruent,correct,0.583,61
19,test,congruent,correct,0.45,61
19,test,congruent,correct,0.351,62
19,test,incongruent,correct,0.49,62
19,test,congruent,correct,0.437,63
19,test,incongruent,correct,0.562,63
19,test,incongruent,correct,0.475,64
19,test,congruent,correct,0.563,64
19,test,congruent,correct,0.432,65
19,test,incongruent,correct,0.495,65
19,test,incongruent,correct,0.592,66
19,test,congruent,correct,0.537,66
19,test,congruent,correct,0.561,67
19,test,congruent,correct,0.508,68
19,test,incongruent,correct,0.559,67
19,test,incongruent,correct,0.631,68
19,test,congruent,correct,0.423,69
19,test,congruent,correct,0.465,70
19,test,incongruent,correct,0.64,69
19,test,incongruent,correct,0.579,70
19,test,incongruent,correct,0.656,71
19,test,congruent,correct,0.508,71
19,test,congruent,correct,0.462,72
19,test,incongruent,correct,0.584,72
19,test,incongruent,correct,0.534,73
19,test,incongruent,correct,0.562,74
19,test,congruent,correct,0.494,73
19,test,congruent,correct,0.447,74
19,test,congruent,correct,0.458,75
19,test,incongruent,correct,0.635,75
19,test,congruent,correct,0.471,76
19,test,incongruent,correct,0.882,76
19,test,incongruent,correct,0.677,77
19,test,congruent,correct,0.457,77
19,test,incongruent,correct,0.58,78
19,test,congruent,correct,0.423,78
19,test,congruent,incorrect,0.301,79
19,test,incongruent,correct,0.525,79
19,test,congruent,correct,0.52,80
19,test,incongruent,correct,0.665,80
19,test,congruent,correct,0.501,81
19,test,congruent,correct,0.513,82
19,test,incongruent,correct,0.635,81
19,test,incongruent,correct,0.532,82
19,test,congruent,correct,0.459,83
19,test,congruent,correct,0.52,84
19,test,incongruent,correct,0.616,83
19,test,incongruent,correct,0.773,84
19,test,incongruent,correct,0.544,85
19,test,congruent,correct,0.535,85
19,test,congruent,correct,0.453,86
19,test,incongruent,correct,0.576,86
19,test,congruent,correct,0.449,87
19,test,incongruent,correct,0.54,87
19,test,incongruent,correct,0.537,88
19,test,congruent,correct,0.421,88
19,test,congruent,correct,0.514,89
19,test,congruent,correct,0.545,90
19,test,incongruent,correct,0.568,89
19,test,incongruent,correct,0.622,90
19,test,incongruent,correct,0.577,91
19,test,congruent,correct,0.498,91
19,test,incongruent,correct,0.666,92
19,test,congruent,correct,0.572,92
19,test,incongruent,correct,0.731,93
19,test,incongruent,correct,0.652,94
19,test,congruent,correct,0.689,93
19,test,congruent,correct,0.469,94
19,test,incongruent,correct,0.668,95
19,test,incongruent,correct,0.672,96
19,test,congruent,correct,0.641,95
19,test,congruent,correct,0.679,96
43,control,congruent,correct,0.665,1
43,control,congruent,correct,0.481,2
43,control,incongruent,correct,1.059,1
43,control,incongruent,correct,1.678,2
43,control,congruent,correct,1.204,3
43,control,congruent,correct,0.739,4
43,control,incongruent,correct,0.87,3
43,control,incongruent,correct,0.758,4
43,control,congruent,correct,0.851,5
43,control,congruent,correct,0.659,6
43,control,incongruent,correct,0.881,5
43,control,incongruent,correct,0.676,6
43,control,incongruent,correct,0.962,7
43,control,congruent,correct,0.689,7
43,control,congruent,correct,0.649,8
43,control,incongruent,correct,0.691,8
43,control,congruent,correct,0.545,9
43,control,incongruent,correct,1.077,9
43,control,incongruent,correct,0.741,10
43,control,congruent,correct,0.972,10
43,control,incongruent,correct,0.695,11
43,control,incongruent,correct,0.999,12
43,control,congruent,correct,0.681,11
43,control,congruent,correct,0.674,12
43,control,incongruent,correct,0.789,13
43,control,incongruent,correct,0.681,14
43,control,congruent,correct,0.573,13
43,control,congruent,correct,0.598,14
43,control,incongruent,correct,0.726,15
43,control,congruent,correct,0.521,15
43,control,incongruent,correct,1.085,16
43,control,congruent,correct,0.598,16
43,control,congruent,correct,0.649,17
43,control,incongruent,correct,0.91,17
43,control,congruent,correct,0.618,18
43,control,incongruent,correct,0.727,18
43,control,incongruent,correct,1.103,19
43,control,incongruent,correct,1.124,20
43,control,congruent,correct,0.64,19
43,control,congruent,correct,0.584,20
43,control,incongruent,correct,0.816,21
43,control,congruent,correct,0.544,21
43,control,congruent,correct,0.706,22
43,control,incongruent,correct,0.715,22
43,control,incongruent,correct,0.668,23
43,control,congruent,correct,0.652,23
43,control,congruent,correct,0.617,24
43,control,incongruent,correct,1.366,24
43,control,incongruent,correct,0.822,25
43,control,congruent,correct,0.516,25
43,control,congruent,correct,0.526,26
43,control,incongruent,correct,0.664,26
43,control,incongruent,correct,0.756,27
43,control,congruent,correct,0.589,27
43,control,incongruent,correct,0.851,28
43,control,congruent,correct,0.592,28
43,control,congruent,correct,0.512,29
43,control,congruent,correct,0.51,30
43,control,incongruent,correct,0.844,29
43,control,incongruent,correct,1.012,30
43,control,incongruent,correct,0.806,31
43,control,congruent,correct,0.601,31
43,control,incongruent,correct,1.162,32
43,control,congruent,correct,0.574,32
43,control,congruent,correct,0.582,33
43,control,incongruent,correct,0.984,33
43,control,incongruent,correct,0.711,34
43,control,congruent,correct,0.643,34
43,control,congruent,correct,0.681,35
43,control,congruent,correct,0.674,36
43,control,incongruent,correct,0.722,35
43,control,incongruent,correct,1.071,36
43,control,congruent,correct,0.659,37
43,control,incongruent,correct,0.86,37
43,control,congruent,correct,0.83,38
43,control,incongruent,correct,0.761,38
43,control,congruent,correct,0.567,39
43,control,incongruent,correct,0.82,39
43,control,incongruent,correct,0.711,40
43,control,congruent,correct,0.593,40
43,control,congruent,correct,0.704,41
43,control,incongruent,correct,0.711,41
43,control,congruent,correct,0.563,42
43,control,incongruent,correct,0.799,42
43,control,congruent,correct,0.575,43
43,control,incongruent,correct,0.627,43
43,control,incongruent,correct,0.624,44
43,control,congruent,correct,0.596,44
43,control,incongruent,correct,0.715,45
43,control,congruent,correct,0.642,45
43,control,incongruent,correct,1.032,46
43,control,congruent,correct,0.594,46
43,control,incongruent,correct,1.055,47
43,control,congruent,correct,0.717,47
43,control,incongruent,correct,1.188,48
43,control,congruent,correct,0.903,48
45,control,congruent,correct,0.98,49
45,control,incongruent,correct,0.715,49
45,control,congruent,correct,0.653,50
45,control,incongruent,correct,0.664,50
45,control,incongruent,correct,0.701,51
45,control,incongruent,correct,0.697,52
45,control,congruent,correct,0.755,51
45,control,congruent,correct,0.444,52
45,control,congruent,correct,0.543,53
45,control,incongruent,correct,0.584,53
45,control,incongruent,correct,0.625,54
45,control,congruent,correct,0.539,54
45,control,incongruent,correct,0.612,55
45,control,incongruent,correct,0.561,56
45,control,congruent,correct,0.508,55
45,control,congruent,correct,0.558,56
45,control,congruent,correct,0.707,57
45,control,incongruent,correct,0.601,57
45,control,congruent,correct,0.481,58
45,control,incongruent,correct,0.763,58
45,control,incongruent,correct,0.687,59
45,control,congruent,correct,0.584,59
45,control,incongruent,correct,0.552,60
45,control,congruent,correct,0.573,60
45,control,congruent,correct,0.608,61
45,control,incongruent,correct,0.563,61
45,control,congruent,correct,0.593,62
45,control,incongruent,correct,0.558,62
45,control,incongruent,correct,0.696,63
45,control,incongruent,correct,0.923,64
45,control,congruent,correct,0.545,63
45,control,congruent,correct,0.576,64
45,control,incongruent,correct,0.577,65
45,control,congruent,correct,0.525,65
45,control,incongruent,correct,0.62,66
45,control,congruent,correct,0.525,66
45,control,incongruent,correct,0.647,67
45,control,congruent,correct,0.565,67
45,control,incongruent,correct,0.564,68
45,control,congruent,correct,0.608,68
45,control,incongruent,correct,0.573,69
45,control,incongruent,correct,0.476,70
45,control,congruent,correct,0.498,69
45,control,congruent,correct,0.506,70
45,control,congruent,correct,0.536,71
45,control,incongruent,correct,0.582,71
45,control,incongruent,correct,0.719,72
45,control,congruent,correct,0.573,72
45,control,congruent,correct,0.578,73
45,control,incongruent,correct,0.586,73
45,control,incongruent,correct,0.548,74
45,control,congruent,correct,0.667,74
45,control,incongruent,correct,0.643,75
45,control,congruent,correct,0.501,75
45,control,congruent,correct,0.561,76
45,control,incongruent,correct,0.539,76
45,control,congruent,correct,0.524,77
45,control,incongruent,correct,0.595,77
45,control,congruent,correct,0.555,78
45,control,incongruent,correct,0.722,78
45,control,incongruent,correct,0.809,79
45,control,congruent,correct,0.478,79
45,control,incongruent,incorrect,0.506,80
45,control,congruent,correct,0.639,80
45,control,congruent,correct,0.673,81
45,control,incongruent,correct,0.604,81
45,control,incongruent,correct,0.731,82
45,control,congruent,correct,0.652,82
45,control,incongruent,correct,0.632,83
45,control,congruent,correct,0.687,83
45,control,incongruent,correct,0.729,84
45,control,congruent,correct,0.609,84
45,control,congruent,correct,0.735,85
45,control,incongruent,correct,0.572,85
45,control,incongruent,correct,0.68,86
45,control,congruent,correct,0.475,86
45,control,congruent,correct,0.479,87
45,control,incongruent,correct,0.61,87
45,control,congruent,correct,0.533,88
45,control,incongruent,correct,0.629,88
45,control,incongruent,correct,0.6,89
45,control,congruent,correct,0.588,89
45,control,incongruent,correct,0.615,90
45,control,congruent,correct,0.552,90
45,control,incongruent,correct,0.616,91
45,control,incongruent,correct,1.085,92
45,control,congruent,correct,0.529,91
45,control,congruent,correct,0.788,92
45,control,incongruent,correct,0.584,93
45,control,congruent,correct,0.595,93
45,control,incongruent,correct,0.565,94
45,control,congruent,correct,0.625,94
45,control,congruent,correct,0.503,95
45,control,congruent,correct,0.505,96
45,control,incongruent,correct,0.585,95
45,control,incongruent,correct,0.538,96
18,test,incongruent,correct,0.681,1
18,test,congruent,correct,0.549,1
18,test,incongruent,correct,0.868,2
18,test,congruent,correct,0.519,2
18,test,incongruent,correct,0.624,3
18,test,incongruent,correct,0.596,4
18,test,congruent,correct,0.477,3
18,test,congruent,correct,0.641,4
18,test,incongruent,correct,0.342,5
18,test,incongruent,correct,0.468,6
18,test,congruent,correct,0.598,5
18,test,congruent,correct,0.439,6
18,test,incongruent,correct,0.576,7
18,test,incongruent,correct,0.464,8
18,test,congruent,correct,0.49,7
18,test,congruent,correct,0.441,8
18,test,congruent,correct,0.394,9
18,test,incongruent,incorrect,0.418,9
18,test,congruent,correct,0.735,10
18,test,incongruent,correct,0.712,10
18,test,congruent,correct,0.584,11
18,test,incongruent,correct,0.459,11
18,test,incongruent,correct,0.558,12
18,test,congruent,correct,0.493,12
18,test,incongruent,correct,0.856,13
18,test,congruent,correct,0.822,13
18,test,congruent,correct,0.449,14
18,test,incongruent,correct,0.573,14
18,test,congruent,correct,0.464,15
18,test,congruent,correct,0.649,16
18,test,incongruent,correct,0.429,15
18,test,incongruent,correct,0.453,16
18,test,incongruent,correct,0.49,17
18,test,incongruent,correct,0.68,18
18,test,congruent,correct,0.732,17
18,test,congruent,correct,0.477,18
18,test,congruent,correct,0.763,19
18,test,congruent,correct,0.447,20
18,test,incongruent,correct,0.658,19
18,test,incongruent,correct,0.501,20
18,test,congruent,incorrect,0.393,21
18,test,incongruent,correct,0.631,21
18,test,incongruent,correct,0.678,22
18,test,congruent,correct,0.791,22
18,test,congruent,correct,0.483,23
18,test,congruent,correct,0.494,24
18,test,incongruent,correct,0.593,23
18,test,incongruent,correct,0.54,24
18,test,congruent,correct,0.734,25
18,test,congruent,correct,0.395,26
18,test,incongruent,correct,0.515,25
18,test,incongruent,correct,0.649,26
18,test,incongruent,correct,0.536,27
18,test,congruent,correct,0.496,27
18,test,incongruent,correct,0.506,28
18,test,congruent,correct,0.394,28
18,test,incongruent,correct,0.53,29
18,test,congruent,correct,0.479,29
18,test,incongruent,correct,0.44,30
18,test,congruent,correct,0.367,30
18,test,congruent,correct,0.553,31
18,test,congruent,correct,0.435,32
18,test,incongruent,correct,0.59,31
18,test,incongruent,correct,0.497,32
18,test,congruent,correct,0.423,33
18,test,incongruent,correct,0.542,33
18,test,congruent,correct,0.435,34
18,test,incongruent,correct,0.403,34
18,test,incongruent,correct,0.424,35
18,test,incongruent,correct,0.533,36
18,test,congruent,correct,0.462,35
18,test,congruent,correct,0.628,36
18,test,congruent,correct,0.525,37
18,test,incongruent,correct,0.533,37
18,test,incongruent,correct,0.505,38
18,test,congruent,incorrect,0.486,38
18,test,congruent,correct,0.629,39
18,test,congruent,correct,0.522,40
18,test,incongruent,correct,0.759,39
18,test,incongruent,correct,0.556,40
18,test,congruent,correct,0.563,41
18,test,incongruent,correct,0.577,41
18,test,congruent,correct,0.44,42
18,test,incongruent,correct,0.561,42
18,test,congruent,correct,0.492,43
18,test,congruent,correct,0.44,44
18,test,incongruent,correct,0.456,43
18,test,incongruent,correct,0.515,44
18,test,congruent,correct,0.487,45
18,test,incongruent,correct,0.636,45
18,test,incongruent,correct,0.596,46
18,test,congruent,correct,0.52,46
18,test,incongruent,correct,0.502,47
18,test,incongruent,correct,0.853,48
18,test,congruent,correct,0.787,47
18,test,congruent,correct,0.547,48
25,control,incongruent,correct,1.082,1
25,control,incongruent,correct,1.379,2
25,control,congruent,correct,0.985,1
25,control,congruent,correct,0.809,2
25,control,congruent,correct,0.726,3
25,control,incongruent,correct,1.366,3
25,control,congruent,correct,0.772,4
25,control,incongruent,correct,1.375,4
25,control,congruent,correct,0.74,5
25,control,congruent,correct,0.744,6
25,control,incongruent,correct,0.901,5
25,control,incongruent,correct,0.886,6
25,control,congruent,correct,0.784,7
25,control,congruent,correct,0.614,8
25,control,incongruent,correct,1.465,7
25,control,incongruent,correct,1.359,8
25,control,incongruent,correct,1.209,9
25,control,incongruent,correct,1.195,10
25,control,congruent,correct,0.89,9
25,control,congruent,correct,0.673,10
25,control,congruent,correct,0.632,11
25,control,incongruent,correct,1.146,11
25,control,incongruent,correct,1.427,12
25,control,congruent,correct,1.086,12
25,control,incongruent,correct,0.928,13
25,control,congruent,correct,0.61,13
25,control,congruent,correct,0.664,14
25,control,incongruent,correct,0.844,14
25,control,congruent,correct,0.704,15
25,control,incongruent,timeout,0,15
25,control,incongruent,correct,0.846,16
25,control,congruent,correct,0.776,16
25,control,incongruent,correct,1.418,17
25,control,congruent,correct,0.639,17
25,control,congruent,correct,0.717,18
25,control,incongruent,correct,1.282,18
25,control,incongruent,correct,0.988,19
25,control,congruent,correct,0.736,19
25,control,congruent,correct,0.636,20
25,control,incongruent,correct,1.007,20
25,control,incongruent,correct,1.496,21
25,control,incongruent,correct,1.571,22
25,control,congruent,correct,0.983,21
25,control,congruent,correct,0.875,22
25,control,congruent,correct,0.587,23
25,control,incongruent,correct,0.99,23
25,control,incongruent,correct,1.023,24
25,control,congruent,correct,0.609,24
25,control,incongruent,correct,1.025,25
25,control,congruent,correct,0.746,25
25,control,incongruent,correct,1.032,26
25,control,congruent,correct,0.797,26
25,control,incongruent,correct,1.001,27
25,control,congruent,correct,0.866,27
25,control,incongruent,correct,1.252,28
25,control,congruent,correct,0.582,28
25,control,congruent,correct,0.796,29
25,control,congruent,correct,0.64,30
25,control,incongruent,correct,1.304,29
25,control,incongruent,correct,1.181,30
25,control,congruent,correct,0.658,31
25,control,congruent,correct,0.553,32
25,control,incongruent,correct,1.104,31
25,control,incongruent,correct,1.215,32
25,control,congruent,correct,0.746,33
25,control,incongruent,correct,1.327,33
25,control,congruent,correct,0.772,34
25,control,incongruent,correct,1.789,34
25,control,incongruent,correct,1.348,35
25,control,congruent,correct,0.8,35
25,control,incongruent,correct,0.766,36
25,control,congruent,correct,0.625,36
25,control,congruent,correct,0.697,37
25,control,incongruent,correct,1.818,37
25,control,congruent,correct,0.814,38
25,control,incongruent,correct,1.725,38
25,control,congruent,correct,0.674,39
25,control,incongruent,correct,0.862,39
25,control,congruent,correct,0.669,40
25,control,incongruent,correct,1.27,40
25,control,incongruent,correct,1.252,41
25,control,incongruent,correct,0.949,42
25,control,congruent,correct,0.64,41
25,control,congruent,correct,0.676,42
25,control,congruent,correct,0.637,43
25,control,incongruent,correct,1.142,43
25,control,incongruent,correct,1.596,44
25,control,congruent,correct,1.082,44
25,control,incongruent,correct,0.899,45
25,control,congruent,correct,0.652,45
25,control,congruent,correct,0.757,46
25,control,incongruent,correct,1.327,46
25,control,congruent,correct,0.594,47
25,control,congruent,correct,0.657,48
25,control,incongruent,correct,1.066,47
25,control,incongruent,correct,1.053,48
38,control,congruent,correct,0.519,49
38,control,incongruent,correct,0.516,49
38,control,incongruent,correct,0.596,50
38,control,congruent,correct,0.44,50
38,control,incongruent,correct,0.694,51
38,control,incongruent,correct,0.651,52
38,control,congruent,correct,0.509,51
38,control,congruent,correct,0.491,52
38,control,incongruent,correct,0.515,53
38,control,congruent,correct,0.482,53
38,control,incongruent,correct,0.643,54
38,control,congruent,correct,0.495,54
38,control,incongruent,correct,0.571,55
38,control,congruent,correct,0.699,55
38,control,congruent,correct,0.528,56
38,control,incongruent,incorrect,0.367,56
38,control,congruent,correct,0.441,57
38,control,incongruent,timeout,0,57
38,control,congruent,correct,0.635,58
38,control,incongruent,correct,0.63,58
38,control,congruent,correct,0.37,59
38,control,incongruent,correct,0.564,59
38,control,congruent,correct,0.453,60
38,control,incongruent,correct,0.576,60
38,control,incongruent,correct,0.548,61
38,control,congruent,correct,0.591,61
38,control,incongruent,correct,0.586,62
38,control,congruent,correct,0.434,62
38,control,congruent,correct,0.509,63
38,control,incongruent,correct,0.521,63
38,control,incongruent,correct,0.862,64
38,control,congruent,correct,0.507,64
38,control,incongruent,correct,0.6,65
38,control,incongruent,correct,0.563,66
38,control,congruent,correct,0.502,65
38,control,congruent,correct,0.606,66
38,control,congruent,correct,0.55,67
38,control,congruent,correct,0.376,68
38,control,incongruent,correct,0.551,67
38,control,incongruent,correct,0.402,68
38,control,incongruent,correct,0.621,69
38,control,congruent,correct,0.357,69
38,control,incongruent,incorrect,0.341,70
38,control,congruent,correct,0.573,70
38,control,congruent,correct,0.41,71
38,control,incongruent,correct,0.605,71
38,control,incongruent,correct,0.516,72
38,control,congruent,correct,0.598,72
38,control,incongruent,correct,0.725,73
38,control,incongruent,correct,0.557,74
38,control,congruent,correct,0.504,73
38,control,congruent,correct,0.523,74
38,control,congruent,correct,0.474,75
38,control,incongruent,correct,0.624,75
38,control,congruent,correct,0.487,76
38,control,incongruent,correct,0.715,76
38,control,congruent,correct,0.572,77
38,control,incongruent,correct,0.651,77
38,control,incongruent,correct,0.553,78
38,control,congruent,correct,0.506,78
38,control,incongruent,correct,0.489,79
38,control,incongruent,correct,0.563,80
38,control,congruent,correct,0.544,79
38,control,congruent,correct,0.574,80
38,control,congruent,correct,0.594,81
38,control,congruent,correct,0.439,82
38,control,incongruent,correct,0.528,81
38,control,incongruent,correct,0.744,82
38,control,incongruent,correct,0.605,83
38,control,congruent,correct,0.501,83
38,control,incongruent,correct,0.879,84
38,control,congruent,correct,0.416,84
38,control,congruent,correct,0.547,85
38,control,congruent,correct,0.44,86
38,control,incongruent,correct,0.516,85
38,control,incongruent,correct,0.967,86
38,control,congruent,correct,0.516,87
38,control,congruent,correct,0.524,88
38,control,incongruent,correct,0.553,87
38,control,incongruent,correct,1.262,88
38,control,congruent,correct,0.441,89
38,control,congruent,correct,0.875,90
38,control,incongruent,correct,0.632,89
38,control,incongruent,correct,0.672,90
38,control,incongruent,correct,0.916,91
38,control,congruent,correct,0.621,91
38,control,incongruent,correct,1.233,92
38,control,congruent,correct,0.641,92
38,control,incongruent,correct,0.852,93
38,control,incongruent,correct,1.04,94
38,control,congruent,correct,0.503,93
38,control,congruent,correct,0.675,94
38,control,congruent,correct,0.478,95
38,control,incongruent,correct,0.508,95
38,control,congruent,correct,0.496,96
38,control,incongruent,correct,0.523,96
2,test,incongruent,correct,1.132,1
2,test,congruent,correct,0.615,1
2,test,congruent,correct,0.553,2
2,test,incongruent,correct,1.093,2
2,test,incongruent,correct,0.704,3
2,test,incongruent,correct,0.964,4
2,test,congruent,correct,0.656,3
2,test,congruent,correct,0.487,4
2,test,congruent,correct,0.504,5
2,test,incongruent,correct,0.677,5
2,test,congruent,correct,0.763,6
2,test,incongruent,correct,0.955,6
2,test,congruent,correct,0.502,7
2,test,incongruent,correct,0.745,7
2,test,incongruent,correct,0.8,8
2,test,congruent,correct,0.574,8
2,test,congruent,correct,0.502,9
2,test,incongruent,correct,0.986,9
2,test,congruent,correct,0.581,10
2,test,incongruent,correct,0.644,10
2,test,congruent,correct,0.777,11
2,test,congruent,correct,0.437,12
2,test,incongruent,correct,1.173,11
2,test,incongruent,correct,0.678,12
2,test,incongruent,correct,0.797,13
2,test,incongruent,correct,0.884,14
2,test,congruent,correct,0.381,13
2,test,congruent,correct,0.497,14
2,test,incongruent,correct,0.796,15
2,test,congruent,correct,0.518,15
2,test,congruent,correct,0.595,16
2,test,incongruent,correct,0.718,16
2,test,congruent,correct,0.5,17
2,test,incongruent,correct,0.897,17
2,test,congruent,correct,0.607,18
2,test,incongruent,correct,1.596,18
2,test,congruent,correct,0.639,19
2,test,incongruent,correct,0.695,19
2,test,incongruent,correct,0.867,20
2,test,congruent,correct,0.489,20
2,test,incongruent,correct,0.843,21
2,test,incongruent,correct,0.458,22
2,test,congruent,correct,0.494,21
2,test,congruent,correct,0.442,22
2,test,incongruent,correct,0.757,23
2,test,congruent,correct,0.454,23
2,test,incongruent,correct,0.672,24
2,test,congruent,correct,0.596,24
2,test,incongruent,correct,1.283,25
2,test,congruent,correct,0.794,25
2,test,congruent,correct,0.555,26
2,test,incongruent,correct,0.864,26
2,test,congruent,correct,0.546,27
2,test,incongruent,correct,0.915,27
2,test,congruent,correct,0.657,28
2,test,incongruent,correct,1.114,28
2,test,congruent,correct,0.812,29
2,test,congruent,correct,0.536,30
2,test,incongruent,correct,0.714,29
2,test,incongruent,correct,0.772,30
2,test,incongruent,correct,0.562,31
2,test,incongruent,correct,0.604,32
2,test,congruent,correct,0.723,31
2,test,congruent,correct,0.513,32
2,test,congruent,correct,0.522,33
2,test,congruent,correct,0.643,34
2,test,incongruent,correct,1.141,33
2,test,incongruent,correct,0.75,34
2,test,incongruent,correct,0.639,35
2,test,congruent,correct,0.534,35
2,test,congruent,correct,0.601,36
2,test,incongruent,correct,0.96,36
2,test,congruent,correct,0.524,37
2,test,congruent,correct,0.566,38
2,test,incongruent,correct,0.755,37
2,test,incongruent,correct,1.739,38
2,test,incongruent,timeout,0,39
2,test,incongruent,correct,1.444,40
2,test,congruent,correct,0.616,39
2,test,congruent,correct,0.616,40
2,test,incongruent,correct,1.124,41
2,test,incongruent,correct,0.925,42
2,test,congruent,correct,0.549,41
2,test,congruent,correct,0.598,42
2,test,incongruent,correct,0.955,43
2,test,congruent,correct,0.927,43
2,test,incongruent,correct,0.841,44
2,test,congruent,correct,0.592,44
2,test,incongruent,correct,0.863,45
2,test,congruent,correct,0.649,45
2,test,incongruent,correct,0.997,46
2,test,congruent,correct,0.535,46
2,test,incongruent,correct,0.857,47
2,test,incongruent,correct,1.102,48
2,test,congruent,correct,0.713,47
2,test,congruent,correct,0.513,48
8,test,congruent,correct,1.132,49
8,test,incongruent,correct,1.069,49
8,test,congruent,correct,0.847,50
8,test,incongruent,correct,0.865,50
8,test,congruent,correct,1.129,51
8,test,incongruent,correct,0.751,51
