subject,group,congruency,result,rt,trial
11,test,incongruent,correct,0.788,1
11,test,incongruent,correct,0.641,2
11,test,congruent,correct,0.459,1
11,test,congruent,correct,0.501,2
11,test,incongruent,correct,0.737,3
11,test,incongruent,correct,0.516,4
11,test,congruent,correct,0.499,3
11,test,congruent,correct,0.504,4
11,test,congruent,correct,0.534,5
11,test,incongruent,correct,0.648,5
11,test,incongruent,incorrect,0.697,6
11,test,congruent,correct,0.455,6
11,test,incongruent,correct,0.601,7
11,test,congruent,correct,0.488,7
11,test,congruent,correct,0.564,8
11,test,incongruent,correct,0.818,8
11,test,congruent,correct,0.516,9
11,test,incongruent,correct,0.547,9
11,test,congruent,correct,0.485,10
11,test,incongruent,correct,0.484,10
11,test,congruent,correct,0.532,11
11,test,congruent,correct,0.502,12
11,test,incongruent,correct,0.648,11
11,test,incongruent,correct,0.628,12
11,test,incongruent,correct,0.558,13
11,test,congruent,correct,0.579,13
11,test,incongruent,incorrect,0.357,14
11,test,congruent,correct,0.323,14
11,test,incongruent,correct,0.618,15
11,test,incongruent,incorrect,0.405,16
11,test,congruent,correct,0.371,15
11,test,congruent,correct,0.564,16
11,test,incongruent,correct,0.573,17
11,test,incongruent,incorrect,0.63,18
11,test,congruent,correct,0.532,17
11,test,congruent,correct,0.465,18
11,test,congruent,correct,0.462,19
11,test,incongruent,correct,0.602,19
11,test,incongruent,correct,0.566,20
11,test,congruent,correct,0.454,20
11,test,congruent,correct,0.601,21
11,test,incongruent,correct,0.84,21
11,test,congruent,correct,0.979,22
11,test,incongruent,incorrect,0.386,22
11,test,congruent,correct,0.58,23
11,test,incongruent,correct,0.682,23
11,test,incongruent,incorrect,0.617,24
11,test,congruent,correct,0.645,24
11,test,congruent,correct,0.62,25
11,test,incongruent,correct,0.701,25
11,test,congruent,correct,0.781,26
11,test,incongruent,correct,0.673,26
11,test,congruent,correct,0.43,27
11,test,congruent,correct,0.423,28
11,test,incongruent,correct,0.892,27
11,test,incongruent,correct,0.56,28
11,test,incongruent,correct,0.553,29
11,test,congruent,correct,0.535,29
11,test,congruent,correct,0.505,30
11,test,incongruent,correct,0.483,30
11,test,incongruent,correct,0.585,31
11,test,congruent,correct,0.434,31
11,test,congruent,correct,0.598,32
11,test,incongruent,correct,0.751,32
11,test,incongruent,correct,0.578,33
11,test,incongruent,correct,0.993,34
11,test,congruent,correct,0.622,33
11,test,congruent,correct,0.612,34
11,test,congruent,correct,0.677,35
11,test,congruent,correct,0.665,36
11,test,incongruent,correct,1.093,35
11,test,incongruent,correct,0.5,36
11,test,congruent,correct,0.477,37
11,test,incongruent,correct,0.496,37
11,test,incongruent,correct,0.669,38
11,test,congruent,correct,0.492,38
11,test,congruent,correct,0.485,39
11,test,incongruent,correct,0.586,39
11,test,congruent,correct,0.552,40
11,test,incongruent,correct,0.511,40
11,test,congruent,correct,0.485,41
11,test,congruent,correct,0.515,42
11,test,incongruent,correct,0.495,41
11,test,incongruent,correct,0.572,42
11,test,incongruent,correct,0.602,43
11,test,incongruent,correct,0.576,44
11,test,congruent,correct,0.603,43
11,test,congruent,correct,0.469,44
11,test,incongruent,incorrect,0.744,45
11,test,congruent,correct,0.493,45
11,test,incongruent,correct,0.62,46
11,test,congruent,correct,0.74,46
11,test,congruent,correct,0.487,47
11,test,incongruent,correct,0.695,47
11,test,congruent,correct,0.619,48
11,test,incongruent,correct,1.347,48
1,test,congruent,correct,0.545,1
1,test,incongruent,correct,1.051,1
1,test,congruent,correct,0.425,2
1,test,incongruent,correct,1.063,2
1,test,congruent,correct,0.531,3
1,test,incongruent,correct,1.093,3
1,test,congruent,correct,0.418,4
1,test,incongruent,correct,0.61,4
1,test,incongruent,correct,0.65,5
1,test,incongruent,correct,0.874,6
1,test,congruent,correct,0.49,5
1,test,congruent,correct,0.407,6
1,test,incongruent,correct,0.551,7
1,test,congruent,correct,0.507,7
1,test,congruent,correct,0.418,8
1,test,incongruent,correct,0.859,8
1,test,congruent,correct,0.52,9
1,test,congruent,correct,0.534,10
1,test,incongruent,correct,0.966,9
1,test,incongruent,correct,0.537,10
1,test,congruent,correct,0.519,11
1,test,congruent,correct,0.578,12
1,test,incongruent,correct,0.868,11
1,test,incongruent,correct,0.792,12
1,test,incongruent,correct,0.862,13
1,test,incongruent,correct,0.733,14
1,test,congruent,correct,0.478,13
1,test,congruent,correct,0.556,14
1,test,congruent,correct,0.553,15
1,test,incongruent,correct,0.703,15
1,test,incongruent,correct,0.789,16
1,test,congruent,correct,0.617,16
1,test,incongruent,correct,0.558,17
1,test,congruent,correct,0.395,17
1,test,incongruent,correct,0.651,18
1,test,congruent,correct,0.627,18
1,test,incongruent,correct,0.921,19
1,test,incongruent,correct,0.638,20
1,test,congruent,correct,0.89,19
1,test,congruent,correct,0.459,20
1,test,incongruent,correct,1.833,21
1,test,incongruent,correct,0.868,22
1,test,congruent,correct,0.564,21
1,test,congruent,correct,0.485,22
1,test,incongruent,correct,0.614,23
1,test,incongruent,correct,0.466,24
1,test,congruent,correct,0.727,23
1,test,congruent,correct,0.464,24
1,test,incongruent,correct,0.997,25
1,test,congruent,correct,0.462,25
1,test,congruent,correct,0.518,26
1,test,incongruent,correct,0.756,26
1,test,congruent,correct,0.506,27
1,test,congruent,correct,0.557,28
1,test,incongruent,correct,0.801,27
1,test,incongruent,timeout,0,28
1,test,congruent,correct,0.589,29
1,test,incongruent,correct,1.481,29
1,test,incongruent,correct,0.834,30
1,test,congruent,correct,0.593,30
1,test,congruent,timeout,0,31
1,test,congruent,correct,0.513,32
1,test,incongruent,correct,0.99,31
1,test,incongruent,correct,1.019,32
1,test,incongruent,correct,0.68,33
1,test,incongruent,correct,0.964,34
1,test,congruent,correct,0.478,33
1,test,congruent,correct,1.116,34
1,test,incongruent,correct,1.476,35
1,test,congruent,correct,0.536,35
1,test,incongruent,timeout,0,36
1,test,congruent,correct,0.603,36
1,test,incongruent,correct,1.365,37
1,test,congruent,correct,0.489,37
1,test,congruent,correct,0.837,38
1,test,incongruent,incorrect,1.344,38
1,test,congruent,correct,0.473,39
1,test,incongruent,correct,1.959,39
1,test,congruent,correct,0.691,40
1,test,incongruent,timeout,0,40
1,test,incongruent,correct,1.292,41
1,test,congruent,correct,1.032,41
1,test,congruent,correct,0.848,42
1,test,incongruent,correct,1.519,42
1,test,incongruent,correct,0.967,43
1,test,incongruent,correct,0.947,44
1,test,congruent,correct,0.953,43
1,test,congruent,correct,1.751,44
1,test,congruent,correct,1.512,45
1,test,congruent,correct,0.45,46
1,test,incongruent,correct,0.916,45
1,test,incongruent,correct,1.093,46
1,test,congruent,correct,1.543,47
1,test,incongruent,correct,1.153,47
1,test,incongruent,correct,1.076,48
1,test,congruent,correct,0.562,48
1,test,congruent,correct,0.939,49
1,test,congruent,correct,0.658,50
1,test,incongruent,correct,1.18,49
1,test,incongruent,correct,0.573,50
1,test,congruent,correct,0.44,51
1,test,incongruent,correct,0.582,51
1,test,incongruent,correct,1.015,52
1,test,congruent,correct,0.76,52
1,test,congruent,correct,0.53,53
1,test,congruent,correct,0.457,54
1,test,incongruent,correct,0.569,53
1,test,incongruent,incorrect,0.527,54
1,test,incongruent,correct,0.933,55
1,test,incongruent,correct,1.039,56
1,test,congruent,correct,0.567,55
1,test,congruent,correct,0.451,56
1,test,congruent,correct,0.45,57
1,test,incongruent,correct,0.599,57
1,test,congruent,correct,0.48,58
1,test,incongruent,correct,0.502,58
1,test,incongruent,correct,1.08,59
1,test,incongruent,correct,0.549,60
1,test,congruent,correct,0.467,59
1,test,congruent,correct,0.476,60
1,test,congruent,correct,0.532,61
1,test,incongruent,correct,0.847,61
1,test,incongruent,correct,0.662,62
1,test,congruent,correct,0.619,62
1,test,congruent,correct,0.464,63
1,test,congruent,correct,0.535,64
1,test,incongruent,correct,0.868,63
1,test,incongruent,correct,0.982,64
1,test,congruent,correct,1.18,65
1,test,incongruent,correct,1.035,65
1,test,congruent,correct,0.55,66
1,test,incongruent,correct,1.001,66
1,test,incongruent,correct,0.582,67
1,test,incongruent,correct,0.632,68
1,test,congruent,correct,0.546,67
1,test,congruent,correct,0.83,68
1,test,incongruent,correct,0.655,69
1,test,incongruent,correct,0.569,70
1,test,congruent,correct,0.619,69
1,test,congruent,correct,0.512,70
1,test,incongruent,correct,0.663,71
1,test,congruent,correct,0.542,71
1,test,congruent,correct,0.518,72
1,test,incongruent,correct,0.905,72
1,test,incongruent,correct,0.841,73
1,test,congruent,correct,0.645,73
1,test,congruent,correct,0.541,74
1,test,incongruent,correct,0.731,74
1,test,congruent,correct,0.54,75
1,test,incongruent,incorrect,0.53,75
1,test,congruent,correct,0.505,76
1,test,incongruent,correct,1.142,76
1,test,incongruent,correct,0.607,77
1,test,incongruent,timeout,0,78
1,test,congruent,correct,0.818,77
1,test,congruent,correct,0.533,78
1,test,congruent,correct,0.762,79
1,test,incongruent,correct,0.616,79
1,test,congruent,correct,0.473,80
1,test,incongruent,correct,0.797,80
1,test,congruent,correct,0.542,81
1,test,congruent,correct,0.457,82
1,test,incongruent,correct,0.91,81
1,test,incongruent,correct,0.876,82
1,test,incongruent,timeout,0,83
1,test,incongruent,correct,1.233,84
1,test,congruent,correct,0.553,83
1,test,congruent,correct,0.53,84
1,test,congruent,correct,0.518,85
1,test,incongruent,correct,1.205,85
1,test,congruent,correct,0.719,86
1,test,incongruent,correct,1.302,86
1,test,congruent,correct,0.571,87
1,test,congruent,correct,0.49,88
1,test,incongruent,correct,0.988,87
1,test,incongruent,correct,0.896,88
1,test,congruent,correct,0.516,89
1,test,congruent,correct,0.607,90
1,test,incongruent,correct,0.872,89
1,test,incongruent,correct,0.843,90
1,test,incongruent,correct,0.975,91
1,test,incongruent,correct,0.644,92
1,test,congruent,correct,0.45,91
1,test,congruent,correct,0.43,92
1,test,congruent,correct,0.388,93
1,test,congruent,correct,0.512,94
1,test,incongruent,correct,0.916,93
1,test,incongruent,correct,0.628,94
1,test,congruent,correct,0.434,95
1,test,congruent,correct,0.505,96
1,test,incongruent,correct,0.869,95
1,test,incongruent,correct,0.753,96
39,control,congruent,correct,1.281,1
39,control,incongruent,correct,1.942,1
39,control,congruent,correct,0.847,2
39,control,incongruent,correct,1.279,2
39,control,congruent,correct,0.631,3
39,control,incongruent,correct,0.693,3
39,control,congruent,correct,0.922,4
39,control,incongruent,correct,0.703,4
39,control,incongruent,correct,1.764,5
39,control,incongruent,correct,1.342,6
39,control,congruent,correct,0.549,5
39,control,congruent,correct,0.65,6
39,control,incongruent,correct,0.701,7
39,control,incongruent,incorrect,0.776,8
39,control,congruent,correct,0.682,7
39,control,congruent,correct,0.516,8
39,control,congruent,correct,0.648,9
39,control,incongruent,correct,0.432,9
39,control,congruent,correct,0.738,10
39,control,incongruent,correct,0.754,10
39,control,congruent,correct,0.914,11
39,control,congruent,correct,0.614,12
39,control,incongruent,correct,0.634,11
39,control,incongruent,correct,0.701,12
39,control,congruent,correct,0.806,13
39,control,incongruent,correct,0.753,13
39,control,incongruent,correct,1.013,14
39,control,congruent,correct,0.675,14
39,control,congruent,correct,0.537,15
39,control,incongruent,correct,0.843,15
39,control,congruent,correct,0.7,16
39,control,incongruent,correct,0.731,16
39,control,incongruent,correct,0.721,17
39,control,congruent,correct,0.675,17
39,control,incongruent,correct,0.898,18
39,control,congruent,correct,0.828,18
39,control,congruent,correct,0.521,19
39,control,incongruent,correct,1.3,19
39,control,congruent,correct,0.653,20
39,control,incongruent,correct,1.123,20
39,control,incongruent,correct,0.814,21
39,control,congruent,correct,0.6,21
39,control,congruent,correct,0.492,22
39,control,incongruent,correct,0.634,22
39,control,congruent,correct,0.606,23
39,control,congruent,correct,0.504,24
39,control,incongruent,correct,0.933,23
39,control,incongruent,correct,0.725,24
39,control,incongruent,correct,1.045,25
39,control,congruent,correct,0.674,25
39,control,incongruent,correct,0.661,26
39,control,congruent,correct,0.478,26
39,control,congruent,correct,0.539,27
39,control,incongruent,correct,0.672,27
39,control,congruent,correct,0.604,28
39,control,incongruent,correct,0.571,28
39,control,congruent,correct,0.624,29
39,control,congruent,correct,0.725,30
39,control,incongruent,correct,0.592,29
39,control,incongruent,correct,0.971,30
39,control,incongruent,correct,0.501,31
39,control,congruent,correct,0.703,31
39,control,incongruent,correct,1.277,32
39,control,congruent,correct,0.505,32
39,control,congruent,correct,0.56,33
39,control,incongruent,correct,0.708,33
39,control,congruent,correct,0.547,34
39,control,incongruent,correct,0.843,34
39,control,incongruent,correct,1.052,35
39,control,congruent,correct,0.706,35
39,control,incongruent,correct,0.759,36
39,control,congruent,correct,0.544,36
39,control,congruent,correct,0.69,37
39,control,incongruent,correct,0.627,37
39,control,incongruent,correct,0.256,38
39,control,congruent,correct,0.257,38
39,control,incongruent,incorrect,0.312,39
39,control,congruent,correct,0.557,39
39,control,congruent,correct,0.391,40
39,control,incongruent,correct,0.709,40
39,control,incongruent,correct,0.764,41
39,control,congruent,correct,0.353,41
39,control,incongruent,incorrect,0.347,42
39,control,congruent,correct,0.725,42
39,control,incongruent,correct,0.567,43
39,control,incongruent,correct,0.751,44
39,control,congruent,correct,0.595,43
39,control,congruent,correct,0.526,44
39,control,congruent,correct,0.376,45
39,control,incongruent,correct,0.693,45
39,control,incongruent,correct,0.686,46
39,control,congruent,correct,0.292,46
39,control,congruent,incorrect,0.409,47
39,control,congruent,correct,0.675,48
39,control,incongruent,correct,0.766,47
39,control,incongruent,correct,0.791,48
26,control,incongruent,correct,0.938,1
26,control,congruent,correct,0.879,1
26,control,congruent,correct,0.806,2
26,control,incongruent,correct,0.869,2
26,control,congruent,correct,0.612,3
26,control,incongruent,correct,1.433,3
26,control,incongruent,correct,1.071,4
26,control,congruent,correct,0.732,4
26,control,incongruent,correct,1.122,5
26,control,congruent,correct,0.569,5
26,control,incongruent,correct,0.955,6
26,control,congruent,correct,0.632,6
26,control,incongruent,incorrect,1.167,7
26,control,congruent,correct,1.083,7
26,control,incongruent,correct,1.102,8
26,control,congruent,correct,1.442,8
26,control,incongruent,correct,0.661,9
26,control,congruent,correct,0.626,9
26,control,incongruent,correct,0.59,10
26,control,congruent,correct,1.45,10
26,control,incongruent,correct,0.635,11
26,control,congruent,correct,0.742,11
26,control,incongruent,correct,0.779,12
26,control,congruent,correct,0.653,12
26,control,incongruent,correct,0.919,13
26,control,incongruent,incorrect,0.661,14
26,control,congruent,correct,0.773,13
26,control,congruent,correct,0.679,14
26,control,incongruent,incorrect,0.344,15
26,control,congruent,correct,0.625,15
26,control,congruent,correct,0.572,16
26,control,incongruent,correct,0.673,16
26,control,congruent,correct,0.612,17
26,control,incongruent,correct,0.461,17
26,control,incongruent,correct,1.107,18
26,control,congruent,correct,0.688,18
26,control,congruent,correct,0.586,19
26,control,incongruent,correct,0.709,19
26,control,congruent,correct,0.601,20
26,control,incongruent,correct,1.344,20
26,control,congruent,correct,0.982,21
26,control,incongruent,correct,0.764,21
26,control,incongruent,correct,1.155,22
26,control,congruent,correct,0.679,22
26,control,congruent,correct,0.874,23
26,control,incongruent,correct,0.719,23
26,control,congruent,correct,0.654,24
26,control,incongruent,correct,0.571,24
26,control,congruent,correct,1.172,25
26,control,incongruent,correct,0.619,25
26,control,incongruent,correct,0.517,26
26,control,congruent,correct,0.534,26
26,control,congruent,correct,0.504,27
26,control,congruent,correct,0.956,28
26,control,incongruent,correct,1.277,27
26,control,incongruent,correct,0.643,28
26,control,incongruent,correct,0.687,29
26,control,congruent,correct,0.857,29
26,control,congruent,correct,1.608,30
26,control,incongruent,correct,0.757,30
26,control,congruent,correct,1.005,31
26,control,incongruent,incorrect,0.87,31
26,control,congruent,correct,0.96,32
26,control,incongruent,correct,1.189,32
26,control,congruent,correct,1.908,33
26,control,incongruent,correct,1.582,33
26,control,congruent,timeout,0,34
26,control,incongruent,correct,1.571,34
26,control,congruent,correct,0.868,35
26,control,congruent,correct,0.565,36
26,control,incongruent,correct,0.567,35
26,control,incongruent,correct,1.202,36
26,control,incongruent,correct,0.889,37
26,control,congruent,correct,0.934,37
26,control,incongruent,correct,1.223,38
26,control,congruent,correct,0.816,38
26,control,congruent,correct,0.588,39
26,control,congruent,correct,0.891,40
26,control,incongruent,correct,1.193,39
26,control,incongruent,correct,1.181,40
26,control,congruent,correct,0.589,41
26,control,incongruent,correct,0.615,41
26,control,congruent,correct,0.544,42
26,control,incongruent,correct,0.949,42
26,control,congruent,correct,0.674,43
26,control,congruent,correct,1.291,44
26,control,incongruent,correct,1.305,43
26,control,incongruent,correct,0.922,44
26,control,incongruent,correct,0.685,45
26,control,congruent,incorrect,0.874,45
26,control,incongruent,correct,1.108,46
26,control,congruent,correct,1.191,46
26,control,incongruent,correct,1.299,47
26,control,incongruent,correct,1.671,48
26,control,congruent,correct,0.788,47
26,control,congruent,correct,0.872,48
33,control,congruent,correct,0.762,1
33,control,incongruent,correct,0.829,1
33,control,incongruent,correct,0.551,2
33,control,congruent,correct,0.498,2
33,control,incongruent,incorrect,0.469,3
33,control,congruent,correct,0.487,3
33,control,congruent,correct,0.514,4
33,control,incongruent,correct,0.517,4
33,control,incongruent,correct,0.587,5
33,control,congruent,correct,0.987,5
33,control,incongruent,correct,0.743,6
33,control,congruent,correct,0.748,6
33,control,incongruent,correct,0.441,7
33,control,congruent,correct,0.531,7
33,control,incongruent,correct,0.482,8
33,control,congruent,correct,0.427,8
33,control,incongruent,correct,0.497,9
33,control,congruent,correct,0.432,9
33,control,incongruent,correct,0.561,10
33,control,congruent,correct,0.432,10
33,control,congruent,correct,0.406,11
33,control,incongruent,incorrect,0.355,11
33,control,congruent,correct,0.444,12
33,control,incongruent,correct,0.507,12
33,control,congruent,correct,1.149,13
33,control,congruent,correct,0.587,14
33,control,incongruent,correct,0.473,13
33,control,incongruent,correct,0.42,14
33,control,congruent,correct,0.419,15
33,control,incongruent,correct,0.35,15
33,control,incongruent,correct,0.305,16
33,control,congruent,correct,0.23,16
33,control,incongruent,correct,0.205,17
33,control,congruent,incorrect,0.216,17
33,control,congruent,correct,0.519,18
33,control,incongruent,correct,0.592,18
33,control,incongruent,correct,0.715,19
33,control,congruent,correct,0.51,19
33,control,incongruent,correct,0.449,20
33,control,congruent,correct,0.506,20
33,control,congruent,correct,0.557,21
33,control,incongruent,correct,0.559,21
33,control,congruent,correct,0.49,22
33,control,incongruent,correct,0.462,22
33,control,incongruent,correct,0.537,23
33,control,congruent,correct,0.472,23
33,control,congruent,correct,0.577,24
33,control,incongruent,correct,0.758,24
33,control,incongruent,correct,0.986,25
33,control,congruent,correct,0.768,25
33,control,incongruent,correct,0.556,26
33,control,congruent,correct,0.662,26
33,control,incongruent,correct,0.734,27
33,control,congruent,correct,0.653,27
33,control,incongruent,correct,0.621,28
33,control,congruent,correct,0.822,28
33,control,congruent,correct,0.49,29
33,control,incongruent,correct,0.458,29
33,control,incongruent,correct,0.338,30
33,control,congruent,correct,0.421,30
33,control,incongruent,correct,0.478,31
33,control,congruent,correct,0.424,31
33,control,congruent,correct,0.541,32
33,control,incongruent,correct,0.451,32
33,control,incongruent,correct,0.486,33
33,control,incongruent,correct,0.468,34
33,control,congruent,correct,0.574,33
33,control,congruent,correct,0.471,34
33,control,congruent,correct,0.401,35
33,control,congruent,correct,0.437,36
33,control,incongruent,correct,0.502,35
33,control,incongruent,correct,0.639,36
33,control,congruent,correct,0.553,37
33,control,incongruent,correct,0.63,37
33,control,incongruent,correct,0.549,38
33,control,congruent,correct,0.731,38
33,control,congruent,correct,0.644,39
33,control,incongruent,correct,0.499,39
33,control,incongruent,correct,0.41,40
33,control,congruent,correct,0.518,40
33,control,congruent,incorrect,0.298,41
33,control,congruent,correct,0.434,42
33,control,incongruent,correct,0.589,41
33,control,incongruent,correct,1.45,42
33,control,incongruent,correct,0.641,43
33,control,congruent,incorrect,0.462,43
33,control,incongruent,correct,0.429,44
33,control,congruent,correct,0.55,44
33,control,congruent,correct,1.149,45
33,control,incongruent,correct,0.385,45
33,control,congruent,incorrect,0.351,46
33,control,incongruent,correct,1.302,46
33,control,incongruent,incorrect,0.756,47
33,control,congruent,correct,0.976,47
33,control,congruent,correct,0.476,48
33,control,incongruent,correct,0.616,48
6,test,incongruent,correct,0.993,1
6,test,congruent,correct,0.698,1
6,test,congruent,correct,0.608,2
6,test,incongruent,correct,0.826,2
6,test,congruent,correct,0.529,3
6,test,incongruent,correct,0.802,3
6,test,incongruent,correct,0.706,4
6,test,congruent,correct,0.651,4
6,test,congruent,correct,0.537,5
6,test,incongruent,correct,0.9,5
6,test,congruent,correct,0.691,6
6,test,incongruent,correct,0.74,6
6,test,incongruent,correct,0.612,7
6,test,congruent,correct,0.627,7
6,test,congruent,correct,0.644,8
6,test,incongruent,correct,0.772,8
6,test,congruent,correct,0.608,9
6,test,incongruent,correct,0.626,9
6,test,incongruent,correct,0.605,10
6,test,congruent,correct,0.457,10
6,test,congruent,correct,0.638,11
6,test,congruent,correct,0.635,12
6,test,incongruent,correct,1.152,11
6,test,incongruent,correct,0.605,12
6,test,congruent,correct,0.868,13
6,test,incongruent,correct,0.89,13
6,test,incongruent,correct,0.706,14
6,test,congruent,correct,0.527,14
6,test,incongruent,correct,0.663,15
6,test,congruent,correct,0.582,15
6,test,congruent,correct,0.505,16
6,test,incongruent,correct,1.287,16
6,test,incongruent,correct,1.236,17
6,test,congruent,correct,0.612,17
6,test,congruent,correct,1.373,18
6,test,incongruent,correct,0.611,18
6,test,incongruent,correct,1.041,19
6,test,incongruent,correct,0.678,20
6,test,congruent,correct,0.776,19
6,test,congruent,correct,0.626,20
6,test,congruent,correct,0.658,21
6,test,congruent,correct,0.914,22
6,test,incongruent,correct,1.126,21
6,test,incongruent,correct,1.703,22
6,test,congruent,timeout,0,23
6,test,congruent,correct,0.969,24
6,test,incongruent,correct,0.931,23
6,test,incongruent,correct,0.788,24
6,test,incongruent,correct,0.877,25
6,test,congruent,correct,0.59,25
6,test,incongruent,correct,0.766,26
6,test,congruent,correct,0.576,26
6,test,incongruent,correct,0.861,27
6,test,congruent,correct,0.906,27
6,test,congruent,correct,0.864,28
6,test,incongruent,correct,0.907,28
6,test,incongruent,correct,0.988,29
6,test,incongruent,correct,1.017,30
6,test,congruent,correct,0.503,29
6,test,congruent,correct,0.928,30
6,test,congruent,correct,0.593,31
6,test,incongruent,correct,0.675,31
6,test,congruent,correct,1.06,32
6,test,incongruent,correct,1.33,32
6,test,congruent,correct,1.508,33
6,test,incongruent,correct,0.932,33
6,test,congruent,correct,0.737,34
6,test,incongruent,correct,1.008,34
6,test,incongruent,correct,0.772,35
6,test,congruent,correct,0.634,35
6,test,congruent,correct,0.663,36
6,test,incongruent,correct,0.558,36
6,test,congruent,correct,0.71,37
6,test,incongruent,correct,0.484,37
6,test,incongruent,correct,0.843,38
6,test,congruent,correct,0.533,38
6,test,incongruent,correct,0.687,39
6,test,incongruent,incorrect,0.935,40
6,test,congruent,correct,0.622,39
6,test,congruent,correct,1.267,40
6,test,congruent,correct,0.89,41
6,test,incongruent,correct,0.957,41
6,test,incongruent,correct,0.933,42
6,test,congruent,correct,0.459,42
6,test,congruent,correct,1.207,43
6,test,incongruent,correct,1.833,43
6,test,incongruent,correct,1.076,44
6,test,congruent,correct,0.632,44
6,test,congruent,correct,0.651,45
6,test,congruent,correct,0.802,46
6,test,incongruent,correct,1.327,45
6,test,incongruent,correct,1.004,46
6,test,incongruent,correct,1.096,47
6,test,congruent,correct,0.994,47
6,test,incongruent,correct,0.887,48
6,test,congruent,incorrect,0.948,48
4,test,congruent,correct,0.574,1
4,test,incongruent,correct,0.629,1
4,test,incongruent,correct,0.782,2
4,test,congruent,correct,0.519,2
4,test,congruent,correct,0.524,3
4,test,incongruent,correct,0.685,3
4,test,congruent,correct,0.466,4
4,test,incongruent,correct,0.77,4
4,test,congruent,correct,0.527,5
4,test,congruent,correct,0.469,6
4,test,incongruent,correct,0.647,5
4,test,incongruent,correct,0.584,6
4,test,congruent,correct,0.474,7
4,test,congruent,correct,0.498,8
4,test,incongruent,correct,0.668,7
4,test,incongruent,correct,0.812,8
4,test,incongruent,correct,0.652,9
4,test,incongruent,correct,1.504,10
4,test,congruent,correct,0.582,9
4,test,congruent,correct,0.459,10
4,test,incongruent,correct,0.615,11
4,test,incongruent,correct,1.416,12
4,test,congruent,correct,0.613,11
4,test,congruent,correct,0.512,12
4,test,incongruent,correct,0.644,13
4,test,congruent,correct,0.424,13
4,test,incongruent,correct,0.662,14
4,test,congruent,correct,0.471,14
4,test,incongruent,correct,0.492,15
4,test,congruent,correct,0.571,15
4,test,congruent,correct,0.5,16
4,test,incongruent,correct,0.684,16
4,test,congruent,correct,0.503,17
4,test,incongruent,correct,0.894,17
4,test,congruent,correct,0.719,18
4,test,incongruent,correct,1.138,18
4,test,incongruent,correct,0.592,19
4,test,congruent,correct,0.659,19
4,test,incongruent,correct,0.649,20
4,test,congruent,correct,0.541,20
4,test,incongruent,correct,1.554,21
4,test,congruent,correct,0.581,21
4,test,incongruent,correct,0.78,22
4,test,congruent,correct,0.483,22
4,test,incongruent,correct,0.729,23
4,test,incongruent,correct,0.714,24
4,test,congruent,correct,0.532,23
4,test,congruent,correct,0.52,24
4,test,congruent,correct,0.531,25
4,test,incongruent,correct,0.826,25
4,test,congruent,correct,0.468,26
4,test,incongruent,incorrect,0.467,26
4,test,incongruent,correct,0.69,27
4,test,congruent,correct,0.593,27
4,test,incongruent,incorrect,0.178,28
4,test,congruent,correct,0.611,28
4,test,congruent,correct,0.542,29
4,test,incongruent,correct,0.925,29
4,test,incongruent,correct,0.893,30
4,test,congruent,correct,0.607,30
4,test,congruent,correct,0.524,31
4,test,incongruent,correct,0.979,31
4,test,congruent,correct,0.553,32
4,test,incongruent,correct,0.724,32
4,test,congruent,correct,0.554,33
4,test,incongruent,correct,0.798,33
4,test,congruent,correct,0.51,34
4,test,incongruent,correct,0.843,34
4,test,incongruent,correct,0.663,35
4,test,congruent,correct,0.563,35
4,test,incongruent,correct,0.64,36
4,test,congruent,correct,0.499,36
4,test,incongruent,correct,1.067,37
4,test,congruent,correct,0.503,37
4,test,congruent,correct,0.536,38
4,test,incongruent,correct,0.944,38
4,test,congruent,correct,0.468,39
4,test,incongruent,correct,1.003,39
4,test,incongruent,correct,0.866,40
4,test,congruent,correct,0.49,40
4,test,incongruent,correct,0.925,41
4,test,congruent,correct,0.574,41
4,test,incongruent,correct,1.138,42
4,test,congruent,correct,0.763,42
4,test,congruent,correct,0.572,43
4,test,incongruent,correct,0.961,43
4,test,incongruent,correct,0.778,44
4,test,congruent,correct,0.492,44
4,test,congruent,correct,0.405,45
4,test,incongruent,correct,0.964,45
4,test,incongruent,correct,0.786,46
4,test,congruent,correct,0.542,46
4,test,incongruent,correct,0.707,47
4,test,incongruent,correct,0.671,48
4,test,congruent,correct,0.678,47
4,test,congruent,correct,0.485,48
36,control,incongruent,correct,0.663,1
36,control,incongruent,correct,0.673,2
36,control,congruent,correct,0.569,1
36,control,congruent,correct,0.598,2
36,control,congruent,correct,0.48,3
36,control,incongruent,correct,0.521,3
36,control,congruent,correct,0.737,4
36,control,incongruent,incorrect,0.56,4
36,control,congruent,correct,0.689,5
36,control,incongruent,correct,0.608,5
36,control,congruent,correct,0.633,6
36,control,incongruent,correct,0.65,6
36,control,incongruent,correct,0.561,7
36,control,congruent,correct,0.498,7
36,control,incongruent,correct,0.522,8
36,control,congruent,correct,0.548,8
36,control,incongruent,correct,0.595,9
36,control,incongruent,correct,0.607,10
36,control,congruent,correct,0.531,9
36,control,congruent,correct,0.589,10
36,control,incongruent,correct,0.548,11
36,control,incongruent,correct,0.578,12
36,control,congruent,correct,0.46,11
36,control,congruent,correct,0.486,12
36,control,incongruent,correct,0.623,13
36,control,congruent,correct,0.543,13
36,control,congruent,correct,0.517,14
